productType,name,description,categories,tax,slug,variantId,code basis,sku,,prices,uid,approved,size,colorCode,colorCodeName,codeFilterColor,codeFilterColorName,restricted,saleableOnStock,maxOrderQuantity,ean,gender,highlighted,new,piecesSold
,T-Shirt Bulli, ,rbs-kids-t-shirts,full-tax,t-shirt-bulli,2,RBS12056,M-108800,1995,EUR 19950,M-108800,YES,152,4,red,4,,NO,YES,10, ,kids,,NO,0
clothing,T-Shirt Bullidikidz, ,rbs-kids-t-shirts,full-tax,t-shirt-bullidikidz,1,RBS12057,M-108808,1995,EUR 19950,M-108808,YES,152,13,navy,1,,NO,YES,10, ,kids,,NO,0
,T-Shirt Bullidikidz, ,rbs-kids-t-shirts,full-tax,t-shirt-bullidikidz,2,RBS12057,M-108809,1995,EUR 19950,M-108809,YES,164,13,navy,1,,NO,YES,10, ,kids,,NO,0
clothing,Jersey Home 13/15,"<p>Neue Saison, neue Spiele, neues Gl&uuml;ck &ndash; und neue Dressen! Die hochwertigen FC Red Bull Salzburg Home-Trikots von adidas sind ein absoluter Blickfang. Egal ob neutral, als Spielertrikot oder mit dem eigenen Namen &ndash; das Trikot der Saison 13/15 ist ein absolutes Must-Have f&uuml;r jeden kleinen Fan der Ausnahmekicker! <br />Material: 100% Polyester<br /><br />&bull;&nbsp;&nbsp;&nbsp; Home-Trikot 13/15 f&uuml;r Kids<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Logo<br />&bull;&nbsp;&nbsp;&nbsp; adidas Logo</p>",rbs-trikot-kids|rbs-kids-t-shirts,full-tax,jersey-home-13-15,1,RBS13002,M-111041,5995,EUR 59950,M-111041,YES,152,3C,white / red,3,,NO,YES,10, ,kids,,YES,0
clothing,Bullidikidz Tee,<p>Fetziges Bullidikidz Shirt mit tollem Frontprint und N&auml;hten in Kontrastfarbe. Ein absolutes Must-Have f&uuml;r jeden kleinen FC Red Bull Salzburg Fan! <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Kindershirt<br />&bull;&nbsp;&nbsp;&nbsp; Bullidikidz Frontprint<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Logo im Nacken<br />&bull;&nbsp;&nbsp;&nbsp; N&auml;hte in Kontrastfarbe</p>,rbs-kids-t-shirts,full-tax,bullidikidz-tee,1,RBS13028,M-112169,1995,EUR 19950,M-112169,YES,104,13,navy,1,,NO,YES,10, ,kids,,NO,0
,Bullidikidz Tee,<p>Fetziges Bullidikidz Shirt mit tollem Frontprint und N&auml;hten in Kontrastfarbe. Ein absolutes Must-Have f&uuml;r jeden kleinen FC Red Bull Salzburg Fan! <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Kindershirt<br />&bull;&nbsp;&nbsp;&nbsp; Bullidikidz Frontprint<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Logo im Nacken<br />&bull;&nbsp;&nbsp;&nbsp; N&auml;hte in Kontrastfarbe</p>,rbs-kids-t-shirts,full-tax,bullidikidz-tee,2,RBS13028,M-112170,1995,EUR 19950,M-112170,YES,116,13,navy,1,,NO,YES,10, ,kids,,NO,0
,Bullidikidz Tee,<p>Fetziges Bullidikidz Shirt mit tollem Frontprint und N&auml;hten in Kontrastfarbe. Ein absolutes Must-Have f&uuml;r jeden kleinen FC Red Bull Salzburg Fan! <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Kindershirt<br />&bull;&nbsp;&nbsp;&nbsp; Bullidikidz Frontprint<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Logo im Nacken<br />&bull;&nbsp;&nbsp;&nbsp; N&auml;hte in Kontrastfarbe</p>,rbs-kids-t-shirts,full-tax,bullidikidz-tee,3,RBS13028,M-112171,1995,EUR 19950,M-112171,YES,128,13,navy,1,,NO,YES,10, ,kids,,NO,0
,Bullidikidz Tee,<p>Fetziges Bullidikidz Shirt mit tollem Frontprint und N&auml;hten in Kontrastfarbe. Ein absolutes Must-Have f&uuml;r jeden kleinen FC Red Bull Salzburg Fan! <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Kindershirt<br />&bull;&nbsp;&nbsp;&nbsp; Bullidikidz Frontprint<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Logo im Nacken<br />&bull;&nbsp;&nbsp;&nbsp; N&auml;hte in Kontrastfarbe</p>,rbs-kids-t-shirts,full-tax,bullidikidz-tee,4,RBS13028,M-112172,1995,EUR 19950,M-112172,YES,140,13,navy,1,,NO,YES,10, ,kids,,NO,0
,Bullidikidz Tee,<p>Fetziges Bullidikidz Shirt mit tollem Frontprint und N&auml;hten in Kontrastfarbe. Ein absolutes Must-Have f&uuml;r jeden kleinen FC Red Bull Salzburg Fan! <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Kindershirt<br />&bull;&nbsp;&nbsp;&nbsp; Bullidikidz Frontprint<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Logo im Nacken<br />&bull;&nbsp;&nbsp;&nbsp; N&auml;hte in Kontrastfarbe</p>,rbs-kids-t-shirts,full-tax,bullidikidz-tee,5,RBS13028,M-112173,1995,EUR 19950,M-112173,YES,152,13,navy,1,,NO,YES,10, ,kids,,NO,0
,Bullidikidz Tee,<p>Fetziges Bullidikidz Shirt mit tollem Frontprint und N&auml;hten in Kontrastfarbe. Ein absolutes Must-Have f&uuml;r jeden kleinen FC Red Bull Salzburg Fan! <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Kindershirt<br />&bull;&nbsp;&nbsp;&nbsp; Bullidikidz Frontprint<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Logo im Nacken<br />&bull;&nbsp;&nbsp;&nbsp; N&auml;hte in Kontrastfarbe</p>,rbs-kids-t-shirts,full-tax,bullidikidz-tee,6,RBS13028,M-112174,1995,EUR 19950,M-112174,YES,164,13,navy,1,,NO,YES,10, ,kids,,NO,0
clothing,Bulli Tee,<p>Herrlich cooles Kindershirt von FC Red Bull Salzburg mit tollem Frontprint. Die gezeichneten Bullen sind ein absoluter Blickfang und machen dieses Shirt zu einem wahren Highlight f&uuml;r jeden kleinen Fan! <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Kindershirt<br />&bull;&nbsp;&nbsp;&nbsp; Bullenprint im Comicstyle<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Logos auf der linken Brust und im Nacken<br />&bull;&nbsp;&nbsp;&nbsp; B&uuml;ndchen in Kontrastfarbe</p>,rbs-kids-t-shirts,full-tax,bulli-t-shirt,1,RBS13027,M-112163,1995,EUR 19950,M-112163,YES,104,3,white,3,,NO,YES,10, ,kids,,NO,0
,Bulli Tee,<p>Herrlich cooles Kindershirt von FC Red Bull Salzburg mit tollem Frontprint. Die gezeichneten Bullen sind ein absoluter Blickfang und machen dieses Shirt zu einem wahren Highlight f&uuml;r jeden kleinen Fan! <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Kindershirt<br />&bull;&nbsp;&nbsp;&nbsp; Bullenprint im Comicstyle<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Logos auf der linken Brust und im Nacken<br />&bull;&nbsp;&nbsp;&nbsp; B&uuml;ndchen in Kontrastfarbe</p>,rbs-kids-t-shirts,full-tax,bulli-t-shirt,2,RBS13027,M-112165,1995,EUR 19950,M-112165,YES,128,3,white,3,,NO,YES,10, ,kids,,NO,0
,Bulli Tee,<p>Herrlich cooles Kindershirt von FC Red Bull Salzburg mit tollem Frontprint. Die gezeichneten Bullen sind ein absoluter Blickfang und machen dieses Shirt zu einem wahren Highlight f&uuml;r jeden kleinen Fan! <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Kindershirt<br />&bull;&nbsp;&nbsp;&nbsp; Bullenprint im Comicstyle<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Logos auf der linken Brust und im Nacken<br />&bull;&nbsp;&nbsp;&nbsp; B&uuml;ndchen in Kontrastfarbe</p>,rbs-kids-t-shirts,full-tax,bulli-t-shirt,3,RBS13027,M-112166,1995,EUR 19950,M-112166,YES,140,3,white,3,,NO,YES,10, ,kids,,NO,0
,Bulli Tee,<p>Herrlich cooles Kindershirt von FC Red Bull Salzburg mit tollem Frontprint. Die gezeichneten Bullen sind ein absoluter Blickfang und machen dieses Shirt zu einem wahren Highlight f&uuml;r jeden kleinen Fan! <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Kindershirt<br />&bull;&nbsp;&nbsp;&nbsp; Bullenprint im Comicstyle<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Logos auf der linken Brust und im Nacken<br />&bull;&nbsp;&nbsp;&nbsp; B&uuml;ndchen in Kontrastfarbe</p>,rbs-kids-t-shirts,full-tax,bulli-t-shirt,4,RBS13027,M-112167,1995,EUR 19950,M-112167,YES,152,3,white,3,,NO,YES,10, ,kids,,NO,0
,Bulli Tee,<p>Herrlich cooles Kindershirt von FC Red Bull Salzburg mit tollem Frontprint. Die gezeichneten Bullen sind ein absoluter Blickfang und machen dieses Shirt zu einem wahren Highlight f&uuml;r jeden kleinen Fan! <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Kindershirt<br />&bull;&nbsp;&nbsp;&nbsp; Bullenprint im Comicstyle<br />&bull;&nbsp;&nbsp;&nbsp; FC Red Bull Salzburg Logos auf der linken Brust und im Nacken<br />&bull;&nbsp;&nbsp;&nbsp; B&uuml;ndchen in Kontrastfarbe</p>,rbs-kids-t-shirts,full-tax,bulli-t-shirt,5,RBS13027,M-112168,1995,EUR 19950,M-112168,YES,164,3,white,3,,NO,YES,10, ,kids,,NO,0
clothing,Baby Body,"<p>Der niedliche Body aus der Babykollektion von FC Red Bull Salzburg ist nicht nur hochwertig und stylisch, sondern mit seiner Aufschrift &bdquo;Neuzugang&ldquo; auch ausgesprochen originell. Und weil unsere lieben Kleinen nur beste Qualit&auml;t verdienen, ist der Anzug auch mit 60 Grad waschbar!</p>
<p><strong>Material:</strong> 100% Baumwolle</p>
<p>&bull;Body f&uuml;r Babys</p>
<p>&bull;FC Red Bull Salzburg Teamwappen</p>
<p>&bull;&bdquo;Neuzugang&ldquo; Aufschrift&nbsp;</p>
<p>&bull;Mit 60 Grad waschbar</p>",rbs-kids-t-shirts,full-tax,baby-body,1,RBS13036,M-112497,1295,EUR 12950,M-112497,YES,56,3,white,3,,NO,YES,10, ,kids,,NO,0
,Baby Body,"<p>Der niedliche Body aus der Babykollektion von FC Red Bull Salzburg ist nicht nur hochwertig und stylisch, sondern mit seiner Aufschrift &bdquo;Neuzugang&ldquo; auch ausgesprochen originell. Und weil unsere lieben Kleinen nur beste Qualit&auml;t verdienen, ist der Anzug auch mit 60 Grad waschbar!</p>
<p><strong>Material:</strong> 100% Baumwolle</p>
<p>&bull;Body f&uuml;r Babys</p>
<p>&bull;FC Red Bull Salzburg Teamwappen</p>
<p>&bull;&bdquo;Neuzugang&ldquo; Aufschrift&nbsp;</p>
<p>&bull;Mit 60 Grad waschbar</p>",rbs-kids-t-shirts,full-tax,baby-body,2,RBS13036,M-112498,1295,EUR 12950,M-112498,YES,62,3,white,3,,NO,YES,10, ,kids,,NO,0
,Baby Body,"<p>Der niedliche Body aus der Babykollektion von FC Red Bull Salzburg ist nicht nur hochwertig und stylisch, sondern mit seiner Aufschrift &bdquo;Neuzugang&ldquo; auch ausgesprochen originell. Und weil unsere lieben Kleinen nur beste Qualit&auml;t verdienen, ist der Anzug auch mit 60 Grad waschbar!</p>
<p><strong>Material:</strong> 100% Baumwolle</p>
<p>&bull;Body f&uuml;r Babys</p>
<p>&bull;FC Red Bull Salzburg Teamwappen</p>
<p>&bull;&bdquo;Neuzugang&ldquo; Aufschrift&nbsp;</p>
<p>&bull;Mit 60 Grad waschbar</p>",rbs-kids-t-shirts,full-tax,baby-body,3,RBS13036,M-112499,1295,EUR 12950,M-112499,YES,68,3,white,3,,NO,YES,10, ,kids,,NO,0
,Baby Body,"<p>Der niedliche Body aus der Babykollektion von FC Red Bull Salzburg ist nicht nur hochwertig und stylisch, sondern mit seiner Aufschrift &bdquo;Neuzugang&ldquo; auch ausgesprochen originell. Und weil unsere lieben Kleinen nur beste Qualit&auml;t verdienen, ist der Anzug auch mit 60 Grad waschbar!</p>
<p><strong>Material:</strong> 100% Baumwolle</p>
<p>&bull;Body f&uuml;r Babys</p>
<p>&bull;FC Red Bull Salzburg Teamwappen</p>
<p>&bull;&bdquo;Neuzugang&ldquo; Aufschrift&nbsp;</p>
<p>&bull;Mit 60 Grad waschbar</p>",rbs-kids-t-shirts,full-tax,baby-body,4,RBS13036,M-112500,1295,EUR 12950,M-112500,YES,74,3,white,3,,NO,YES,10, ,kids,,NO,0
,Baby Body,"<p>Der niedliche Body aus der Babykollektion von FC Red Bull Salzburg ist nicht nur hochwertig und stylisch, sondern mit seiner Aufschrift &bdquo;Neuzugang&ldquo; auch ausgesprochen originell. Und weil unsere lieben Kleinen nur beste Qualit&auml;t verdienen, ist der Anzug auch mit 60 Grad waschbar!</p>
<p><strong>Material:</strong> 100% Baumwolle</p>
<p>&bull;Body f&uuml;r Babys</p>
<p>&bull;FC Red Bull Salzburg Teamwappen</p>
<p>&bull;&bdquo;Neuzugang&ldquo; Aufschrift&nbsp;</p>
<p>&bull;Mit 60 Grad waschbar</p>",rbs-kids-t-shirts,full-tax,baby-body,5,RBS13036,M-112541,1295,EUR 12950,M-112541,YES,80,3,white,3,,NO,YES,10, ,kids,,NO,0
,Baby Body,"<p>Der niedliche Body aus der Babykollektion von FC Red Bull Salzburg ist nicht nur hochwertig und stylisch, sondern mit seiner Aufschrift &bdquo;Neuzugang&ldquo; auch ausgesprochen originell. Und weil unsere lieben Kleinen nur beste Qualit&auml;t verdienen, ist der Anzug auch mit 60 Grad waschbar!</p>
<p><strong>Material:</strong> 100% Baumwolle</p>
<p>&bull;Body f&uuml;r Babys</p>
<p>&bull;FC Red Bull Salzburg Teamwappen</p>
<p>&bull;&bdquo;Neuzugang&ldquo; Aufschrift&nbsp;</p>
<p>&bull;Mit 60 Grad waschbar</p>",rbs-kids-t-shirts,full-tax,baby-body,6,RBS13036,M-112542,1295,EUR 12950,M-112542,YES,86,3,white,3,,NO,YES,10, ,kids,,NO,0
clothing,Bulls Body,"<p>Der niedliche Body aus der Babykollektion von FC Red Bull Salzburg ist nicht &nbsp;nur hochwertig und stylisch, sondern mit seiner Aufschrift &bdquo;Gr&ouml;&szlig;ter Bullen-Fan&ldquo; und der trendigen Farbanordnung auch ausgesprochen originell. Und weil unsere lieben Kleinen nur die beste Qualit&auml;t verdienen, ist der Anzug auch mit 60 Grad waschbar!</p>
<p><strong>Material:</strong> 100% Baumwolle</p>
<p>&bull;Body f&uuml;r Babys</p>
<p>&bull;FC Red Bull Salzburg Teamwappen</p>
<p>&bull;&bdquo;Gr&ouml;&szlig;ter Bullen-Fan&ldquo; Aufschrift&nbsp;</p>
<p>&bull;Akzentuierende Farbanordnung</p>
<p>&bull;Mit 60 Grad waschbar</p>",rbs-kids-t-shirts,full-tax,bullen-body,1,RBS13037,M-112543,1295,EUR 12950,M-112543,YES,56,13,navy,1,,NO,YES,10, ,kids,,NO,0
,Bulls Body,"<p>Der niedliche Body aus der Babykollektion von FC Red Bull Salzburg ist nicht &nbsp;nur hochwertig und stylisch, sondern mit seiner Aufschrift &bdquo;Gr&ouml;&szlig;ter Bullen-Fan&ldquo; und der trendigen Farbanordnung auch ausgesprochen originell. Und weil unsere lieben Kleinen nur die beste Qualit&auml;t verdienen, ist der Anzug auch mit 60 Grad waschbar!</p>
<p><strong>Material:</strong> 100% Baumwolle</p>
<p>&bull;Body f&uuml;r Babys</p>
<p>&bull;FC Red Bull Salzburg Teamwappen</p>
<p>&bull;&bdquo;Gr&ouml;&szlig;ter Bullen-Fan&ldquo; Aufschrift&nbsp;</p>
<p>&bull;Akzentuierende Farbanordnung</p>
<p>&bull;Mit 60 Grad waschbar</p>",rbs-kids-t-shirts,full-tax,bullen-body,2,RBS13037,M-112544,1295,EUR 12950,M-112544,YES,62,13,navy,1,,NO,YES,10, ,kids,,NO,0
,Bulls Body,"<p>Der niedliche Body aus der Babykollektion von FC Red Bull Salzburg ist nicht &nbsp;nur hochwertig und stylisch, sondern mit seiner Aufschrift &bdquo;Gr&ouml;&szlig;ter Bullen-Fan&ldquo; und der trendigen Farbanordnung auch ausgesprochen originell. Und weil unsere lieben Kleinen nur die beste Qualit&auml;t verdienen, ist der Anzug auch mit 60 Grad waschbar!</p>
<p><strong>Material:</strong> 100% Baumwolle</p>
<p>&bull;Body f&uuml;r Babys</p>
<p>&bull;FC Red Bull Salzburg Teamwappen</p>
<p>&bull;&bdquo;Gr&ouml;&szlig;ter Bullen-Fan&ldquo; Aufschrift&nbsp;</p>
<p>&bull;Akzentuierende Farbanordnung</p>
<p>&bull;Mit 60 Grad waschbar</p>",rbs-kids-t-shirts,full-tax,bullen-body,3,RBS13037,M-112545,1295,EUR 12950,M-112545,YES,68,13,navy,1,,NO,YES,10, ,kids,,NO,0
,Bulls Body,"<p>Der niedliche Body aus der Babykollektion von FC Red Bull Salzburg ist nicht &nbsp;nur hochwertig und stylisch, sondern mit seiner Aufschrift &bdquo;Gr&ouml;&szlig;ter Bullen-Fan&ldquo; und der trendigen Farbanordnung auch ausgesprochen originell. Und weil unsere lieben Kleinen nur die beste Qualit&auml;t verdienen, ist der Anzug auch mit 60 Grad waschbar!</p>
<p><strong>Material:</strong> 100% Baumwolle</p>
<p>&bull;Body f&uuml;r Babys</p>
<p>&bull;FC Red Bull Salzburg Teamwappen</p>
<p>&bull;&bdquo;Gr&ouml;&szlig;ter Bullen-Fan&ldquo; Aufschrift&nbsp;</p>
<p>&bull;Akzentuierende Farbanordnung</p>
<p>&bull;Mit 60 Grad waschbar</p>",rbs-kids-t-shirts,full-tax,bullen-body,4,RBS13037,M-112546,1295,EUR 12950,M-112546,YES,74,13,navy,1,,NO,YES,10, ,kids,,NO,0
,Bulls Body,"<p>Der niedliche Body aus der Babykollektion von FC Red Bull Salzburg ist nicht &nbsp;nur hochwertig und stylisch, sondern mit seiner Aufschrift &bdquo;Gr&ouml;&szlig;ter Bullen-Fan&ldquo; und der trendigen Farbanordnung auch ausgesprochen originell. Und weil unsere lieben Kleinen nur die beste Qualit&auml;t verdienen, ist der Anzug auch mit 60 Grad waschbar!</p>
<p><strong>Material:</strong> 100% Baumwolle</p>
<p>&bull;Body f&uuml;r Babys</p>
<p>&bull;FC Red Bull Salzburg Teamwappen</p>
<p>&bull;&bdquo;Gr&ouml;&szlig;ter Bullen-Fan&ldquo; Aufschrift&nbsp;</p>
<p>&bull;Akzentuierende Farbanordnung</p>
<p>&bull;Mit 60 Grad waschbar</p>",rbs-kids-t-shirts,full-tax,bullen-body,5,RBS13037,M-112547,1295,EUR 12950,M-112547,YES,80,13,navy,1,,NO,YES,10, ,kids,,NO,0
,Bulls Body,"<p>Der niedliche Body aus der Babykollektion von FC Red Bull Salzburg ist nicht &nbsp;nur hochwertig und stylisch, sondern mit seiner Aufschrift &bdquo;Gr&ouml;&szlig;ter Bullen-Fan&ldquo; und der trendigen Farbanordnung auch ausgesprochen originell. Und weil unsere lieben Kleinen nur die beste Qualit&auml;t verdienen, ist der Anzug auch mit 60 Grad waschbar!</p>
<p><strong>Material:</strong> 100% Baumwolle</p>
<p>&bull;Body f&uuml;r Babys</p>
<p>&bull;FC Red Bull Salzburg Teamwappen</p>
<p>&bull;&bdquo;Gr&ouml;&szlig;ter Bullen-Fan&ldquo; Aufschrift&nbsp;</p>
<p>&bull;Akzentuierende Farbanordnung</p>
<p>&bull;Mit 60 Grad waschbar</p>",rbs-kids-t-shirts,full-tax,bullen-body,6,RBS13037,M-112548,1295,EUR 12950,M-112548,YES,86,13,navy,1,,NO,YES,10, ,kids,,NO,0
clothing,Off.Teamline Tee,<p>Das offizielle Scuderia Toro Rosso Teamline T-Shirt f&uuml;r Kinder &uuml;berzeugt mit bester Qualit&auml;t und hochwertigen Logoprints und macht jeden kleinen Fan zu einem Teil seines Lieblings-Formel-1-Teams. Besonders cool sind kontrastf&auml;rbige Streifen an der Seite sowie das gro&szlig;e Red Bull Logo und &bdquo;Gives You Wings&ldquo; Schriftzug am R&uuml;cken. Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Scuderia Toro Rosso Teamline T-Shirt <br />&bull;&nbsp;&nbsp;&nbsp; Hochwertige Logoprints<br />&bull;&nbsp;&nbsp;&nbsp; &bdquo;Gives You Wings&ldquo; Schriftzug<br />&bull;&nbsp;&nbsp;&nbsp; Seitenstreifen in Kontrastfarbe</p>,str-collection-ot-2013-kids|str-kids-t-shirts,full-tax,official-teamline-t-shirt,1,STR13023,M-109610,1795,EUR 17950,M-109610,YES,116,1J,navy / other,1,,NO,YES,10, ,kids,,YES,0
,Off.Teamline Tee,<p>Das offizielle Scuderia Toro Rosso Teamline T-Shirt f&uuml;r Kinder &uuml;berzeugt mit bester Qualit&auml;t und hochwertigen Logoprints und macht jeden kleinen Fan zu einem Teil seines Lieblings-Formel-1-Teams. Besonders cool sind kontrastf&auml;rbige Streifen an der Seite sowie das gro&szlig;e Red Bull Logo und &bdquo;Gives You Wings&ldquo; Schriftzug am R&uuml;cken. Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Scuderia Toro Rosso Teamline T-Shirt <br />&bull;&nbsp;&nbsp;&nbsp; Hochwertige Logoprints<br />&bull;&nbsp;&nbsp;&nbsp; &bdquo;Gives You Wings&ldquo; Schriftzug<br />&bull;&nbsp;&nbsp;&nbsp; Seitenstreifen in Kontrastfarbe</p>,str-collection-ot-2013-kids|str-kids-t-shirts,full-tax,official-teamline-t-shirt,2,STR13023,M-109609,1795,EUR 17950,M-109609,YES,104,1J,navy / other,1,,NO,YES,10, ,kids,,YES,0
,Off.Teamline Tee,<p>Das offizielle Scuderia Toro Rosso Teamline T-Shirt f&uuml;r Kinder &uuml;berzeugt mit bester Qualit&auml;t und hochwertigen Logoprints und macht jeden kleinen Fan zu einem Teil seines Lieblings-Formel-1-Teams. Besonders cool sind kontrastf&auml;rbige Streifen an der Seite sowie das gro&szlig;e Red Bull Logo und &bdquo;Gives You Wings&ldquo; Schriftzug am R&uuml;cken. Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Scuderia Toro Rosso Teamline T-Shirt <br />&bull;&nbsp;&nbsp;&nbsp; Hochwertige Logoprints<br />&bull;&nbsp;&nbsp;&nbsp; &bdquo;Gives You Wings&ldquo; Schriftzug<br />&bull;&nbsp;&nbsp;&nbsp; Seitenstreifen in Kontrastfarbe</p>,str-collection-ot-2013-kids|str-kids-t-shirts,full-tax,official-teamline-t-shirt,3,STR13023,M-109611,1795,EUR 17950,M-109611,YES,128,1J,navy / other,1,,NO,YES,10, ,kids,,YES,0
,Off.Teamline Tee,<p>Das offizielle Scuderia Toro Rosso Teamline T-Shirt f&uuml;r Kinder &uuml;berzeugt mit bester Qualit&auml;t und hochwertigen Logoprints und macht jeden kleinen Fan zu einem Teil seines Lieblings-Formel-1-Teams. Besonders cool sind kontrastf&auml;rbige Streifen an der Seite sowie das gro&szlig;e Red Bull Logo und &bdquo;Gives You Wings&ldquo; Schriftzug am R&uuml;cken. Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Scuderia Toro Rosso Teamline T-Shirt <br />&bull;&nbsp;&nbsp;&nbsp; Hochwertige Logoprints<br />&bull;&nbsp;&nbsp;&nbsp; &bdquo;Gives You Wings&ldquo; Schriftzug<br />&bull;&nbsp;&nbsp;&nbsp; Seitenstreifen in Kontrastfarbe</p>,str-collection-ot-2013-kids|str-kids-t-shirts,full-tax,official-teamline-t-shirt,4,STR13023,M-109612,1795,EUR 17950,M-109612,YES,140,1J,navy / other,1,,NO,YES,10, ,kids,,YES,0
,Off.Teamline Tee,<p>Das offizielle Scuderia Toro Rosso Teamline T-Shirt f&uuml;r Kinder &uuml;berzeugt mit bester Qualit&auml;t und hochwertigen Logoprints und macht jeden kleinen Fan zu einem Teil seines Lieblings-Formel-1-Teams. Besonders cool sind kontrastf&auml;rbige Streifen an der Seite sowie das gro&szlig;e Red Bull Logo und &bdquo;Gives You Wings&ldquo; Schriftzug am R&uuml;cken. Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Scuderia Toro Rosso Teamline T-Shirt <br />&bull;&nbsp;&nbsp;&nbsp; Hochwertige Logoprints<br />&bull;&nbsp;&nbsp;&nbsp; &bdquo;Gives You Wings&ldquo; Schriftzug<br />&bull;&nbsp;&nbsp;&nbsp; Seitenstreifen in Kontrastfarbe</p>,str-collection-ot-2013-kids|str-kids-t-shirts,full-tax,official-teamline-t-shirt,5,STR13023,M-109613,1795,EUR 17950,M-109613,YES,152,1J,navy / other,1,,NO,YES,10, ,kids,,YES,0
,Off.Teamline Tee,<p>Das offizielle Scuderia Toro Rosso Teamline T-Shirt f&uuml;r Kinder &uuml;berzeugt mit bester Qualit&auml;t und hochwertigen Logoprints und macht jeden kleinen Fan zu einem Teil seines Lieblings-Formel-1-Teams. Besonders cool sind kontrastf&auml;rbige Streifen an der Seite sowie das gro&szlig;e Red Bull Logo und &bdquo;Gives You Wings&ldquo; Schriftzug am R&uuml;cken. Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Scuderia Toro Rosso Teamline T-Shirt <br />&bull;&nbsp;&nbsp;&nbsp; Hochwertige Logoprints<br />&bull;&nbsp;&nbsp;&nbsp; &bdquo;Gives You Wings&ldquo; Schriftzug<br />&bull;&nbsp;&nbsp;&nbsp; Seitenstreifen in Kontrastfarbe</p>,str-collection-ot-2013-kids|str-kids-t-shirts,full-tax,official-teamline-t-shirt,6,STR13023,M-109614,1795,EUR 17950,M-109614,YES,164,1J,navy / other,1,,NO,YES,10, ,kids,,YES,0
clothing,Mission Cap,<p>Dieses tolle Baseball Cap in trendigem Vintage-Look ist ein treuer Begleiter. Spezielle Highlights sind die gestickten Logos von Red Bull Stratos auf der Stirn und Zenith auf der rechten Seite sowie das Felix Baumgartner Label auf der linken Seite. Dezent aber umso cooler ist die hochwertige 502-Stickerei auf der Hinterseite. Das Innenband ziert Felix Baumgartners Motto &bdquo;Learn to love what you have been taught to fear&ldquo;. Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Baseball Cap in Vintage-Look<br />&bull;&nbsp;&nbsp;&nbsp; Red Bull Stratos Logostickerei<br />&bull;&nbsp;&nbsp;&nbsp; Zenith Logostickerei<br />&bull;&nbsp;&nbsp;&nbsp; 502-Stickerei<br />&bull;&nbsp;&nbsp;&nbsp; Felix Baumgartner Label<br />&bull;&nbsp;&nbsp;&nbsp; Innenband mit Schriftzug</p>,rst-kids,full-tax,mission-cap,1,RST13001,M-110691,1995,EUR 19950,M-110691,YES,,13,navy,1,,NO,YES,10, ,kids,,YES,0
