productType,name,description,categories,tax,slug,variantId,code basis,sku,,prices,uid,approved,size,colorCode,colorCodeName,codeFilterColor,codeFilterColorName,restricted,saleableOnStock,maxOrderQuantity,ean,gender,highlighted,new,piecesSold
,Gauge T-Shirt by PJL,"<p>Dieses coole T-Shirt von Red Bull Racing punktet mit Details wie Logoprint auf der Brust, Pepe Jeans Logoprint und Flaggenpatch am linken sowie RB9-Aufn&auml;her am rechten &Auml;rmel. Der absolute Blickfang dieses Shirts ist aber der riesige Print auf der R&uuml;ckseite, der ganz im Zeichen des neuen Rennautos, des RB9 steht. <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Red Bull Racing Logoprint<br />&bull;&nbsp;&nbsp;&nbsp; Pepe Jeans Logoprint<br />&bull;&nbsp;&nbsp;&nbsp; Flaggenpatch<br />&bull;&nbsp;&nbsp;&nbsp; RB9-Aufn&auml;her<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er RB9-Print</p>",rbr-collection-pepe-men|rbr-men-t-shirts,full-tax,gauge-t-shirt-by-pjl,5,RBR13076,M-109970,2095,EUR 20950,M-109970,YES,M,12,medium blue,1,,NO,YES,10, ,male,,NO,0
,Gauge T-Shirt by PJL,"<p>Dieses coole T-Shirt von Red Bull Racing punktet mit Details wie Logoprint auf der Brust, Pepe Jeans Logoprint und Flaggenpatch am linken sowie RB9-Aufn&auml;her am rechten &Auml;rmel. Der absolute Blickfang dieses Shirts ist aber der riesige Print auf der R&uuml;ckseite, der ganz im Zeichen des neuen Rennautos, des RB9 steht. <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Red Bull Racing Logoprint<br />&bull;&nbsp;&nbsp;&nbsp; Pepe Jeans Logoprint<br />&bull;&nbsp;&nbsp;&nbsp; Flaggenpatch<br />&bull;&nbsp;&nbsp;&nbsp; RB9-Aufn&auml;her<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er RB9-Print</p>",rbr-collection-pepe-men|rbr-men-t-shirts,full-tax,gauge-t-shirt-by-pjl,6,RBR13076,M-109971,2095,EUR 20950,M-109971,YES,L,12,medium blue,1,,NO,YES,10, ,male,,NO,0
,Gauge T-Shirt by PJL,"<p>Dieses coole T-Shirt von Red Bull Racing punktet mit Details wie Logoprint auf der Brust, Pepe Jeans Logoprint und Flaggenpatch am linken sowie RB9-Aufn&auml;her am rechten &Auml;rmel. Der absolute Blickfang dieses Shirts ist aber der riesige Print auf der R&uuml;ckseite, der ganz im Zeichen des neuen Rennautos, des RB9 steht. <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Red Bull Racing Logoprint<br />&bull;&nbsp;&nbsp;&nbsp; Pepe Jeans Logoprint<br />&bull;&nbsp;&nbsp;&nbsp; Flaggenpatch<br />&bull;&nbsp;&nbsp;&nbsp; RB9-Aufn&auml;her<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er RB9-Print</p>",rbr-collection-pepe-men|rbr-men-t-shirts,full-tax,gauge-t-shirt-by-pjl,7,RBR13076,M-109972,2095,EUR 20950,M-109972,YES,XL,12,medium blue,1,,NO,YES,10, ,male,,NO,0
,Gauge T-Shirt by PJL,"<p>Dieses coole T-Shirt von Red Bull Racing punktet mit Details wie Logoprint auf der Brust, Pepe Jeans Logoprint und Flaggenpatch am linken sowie RB9-Aufn&auml;her am rechten &Auml;rmel. Der absolute Blickfang dieses Shirts ist aber der riesige Print auf der R&uuml;ckseite, der ganz im Zeichen des neuen Rennautos, des RB9 steht. <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Red Bull Racing Logoprint<br />&bull;&nbsp;&nbsp;&nbsp; Pepe Jeans Logoprint<br />&bull;&nbsp;&nbsp;&nbsp; Flaggenpatch<br />&bull;&nbsp;&nbsp;&nbsp; RB9-Aufn&auml;her<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er RB9-Print</p>",rbr-collection-pepe-men|rbr-men-t-shirts,full-tax,gauge-t-shirt-by-pjl,8,RBR13076,M-109973,2095,EUR 20950,M-109973,YES,XXL,12,medium blue,1,,NO,YES,10, ,male,,NO,0
,Gauge T-Shirt by PJL,"<p>Dieses coole T-Shirt von Red Bull Racing punktet mit Details wie Logoprint auf der Brust, Pepe Jeans Logoprint und Flaggenpatch am linken sowie RB9-Aufn&auml;her am rechten &Auml;rmel. Der absolute Blickfang dieses Shirts ist aber der riesige Print auf der R&uuml;ckseite, der ganz im Zeichen des neuen Rennautos, des RB9 steht. <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Red Bull Racing Logoprint<br />&bull;&nbsp;&nbsp;&nbsp; Pepe Jeans Logoprint<br />&bull;&nbsp;&nbsp;&nbsp; Flaggenpatch<br />&bull;&nbsp;&nbsp;&nbsp; RB9-Aufn&auml;her<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er RB9-Print</p>",rbr-collection-pepe-men|rbr-men-t-shirts,full-tax,gauge-t-shirt-by-pjl,9,RBR13076,M-110635,2095,EUR 20950,M-110635,YES,S,13,navy,1,,NO,YES,10, ,male,,NO,0
,Gauge T-Shirt by PJL,"<p>Dieses coole T-Shirt von Red Bull Racing punktet mit Details wie Logoprint auf der Brust, Pepe Jeans Logoprint und Flaggenpatch am linken sowie RB9-Aufn&auml;her am rechten &Auml;rmel. Der absolute Blickfang dieses Shirts ist aber der riesige Print auf der R&uuml;ckseite, der ganz im Zeichen des neuen Rennautos, des RB9 steht. <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Red Bull Racing Logoprint<br />&bull;&nbsp;&nbsp;&nbsp; Pepe Jeans Logoprint<br />&bull;&nbsp;&nbsp;&nbsp; Flaggenpatch<br />&bull;&nbsp;&nbsp;&nbsp; RB9-Aufn&auml;her<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er RB9-Print</p>",rbr-collection-pepe-men|rbr-men-t-shirts,full-tax,gauge-t-shirt-by-pjl,10,RBR13076,M-109974,2095,EUR 20950,M-109974,YES,M,13,navy,1,,NO,YES,10, ,male,,NO,0
,Gauge T-Shirt by PJL,"<p>Dieses coole T-Shirt von Red Bull Racing punktet mit Details wie Logoprint auf der Brust, Pepe Jeans Logoprint und Flaggenpatch am linken sowie RB9-Aufn&auml;her am rechten &Auml;rmel. Der absolute Blickfang dieses Shirts ist aber der riesige Print auf der R&uuml;ckseite, der ganz im Zeichen des neuen Rennautos, des RB9 steht. <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Red Bull Racing Logoprint<br />&bull;&nbsp;&nbsp;&nbsp; Pepe Jeans Logoprint<br />&bull;&nbsp;&nbsp;&nbsp; Flaggenpatch<br />&bull;&nbsp;&nbsp;&nbsp; RB9-Aufn&auml;her<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er RB9-Print</p>",rbr-collection-pepe-men|rbr-men-t-shirts,full-tax,gauge-t-shirt-by-pjl,11,RBR13076,M-109975,2095,EUR 20950,M-109975,YES,L,13,navy,1,,NO,YES,10, ,male,,NO,0
,Gauge T-Shirt by PJL,"<p>Dieses coole T-Shirt von Red Bull Racing punktet mit Details wie Logoprint auf der Brust, Pepe Jeans Logoprint und Flaggenpatch am linken sowie RB9-Aufn&auml;her am rechten &Auml;rmel. Der absolute Blickfang dieses Shirts ist aber der riesige Print auf der R&uuml;ckseite, der ganz im Zeichen des neuen Rennautos, des RB9 steht. <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Red Bull Racing Logoprint<br />&bull;&nbsp;&nbsp;&nbsp; Pepe Jeans Logoprint<br />&bull;&nbsp;&nbsp;&nbsp; Flaggenpatch<br />&bull;&nbsp;&nbsp;&nbsp; RB9-Aufn&auml;her<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er RB9-Print</p>",rbr-collection-pepe-men|rbr-men-t-shirts,full-tax,gauge-t-shirt-by-pjl,12,RBR13076,M-109976,2095,EUR 20950,M-109976,YES,XL,13,navy,1,,NO,YES,10, ,male,,NO,0
,Gauge T-Shirt by PJL,"<p>Dieses coole T-Shirt von Red Bull Racing punktet mit Details wie Logoprint auf der Brust, Pepe Jeans Logoprint und Flaggenpatch am linken sowie RB9-Aufn&auml;her am rechten &Auml;rmel. Der absolute Blickfang dieses Shirts ist aber der riesige Print auf der R&uuml;ckseite, der ganz im Zeichen des neuen Rennautos, des RB9 steht. <br /><br /><strong>Material:</strong> 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Red Bull Racing Logoprint<br />&bull;&nbsp;&nbsp;&nbsp; Pepe Jeans Logoprint<br />&bull;&nbsp;&nbsp;&nbsp; Flaggenpatch<br />&bull;&nbsp;&nbsp;&nbsp; RB9-Aufn&auml;her<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er RB9-Print</p>",rbr-collection-pepe-men|rbr-men-t-shirts,full-tax,gauge-t-shirt-by-pjl,13,RBR13076,M-109977,2095,EUR 20950,M-109977,YES,XXL,13,navy,1,,NO,YES,10, ,male,,NO,0
clothing,Pulley Polo by PJL,"<p>Dieses Poloshirt f&uuml;r M&auml;nner von Infiniti Red Bull Racing punktet vor allem mit auff&auml;lligen und trendigen Details. So sind die Logos von Red Bull Racing und Pepe Jeans auf der Brust sowie &bdquo;Gives You Wings&ldquo; Schriftzug und Teamfarben-Patch am linken &Auml;rmel perfekt positioniert. Doch auch die R&uuml;ckseite ist ein absoluter Blickfang, steht sie doch ganz im Zeichen des neuen RB9. Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Pepe Jeans Logo<br />&bull;&nbsp;&nbsp;&nbsp; Red Bull Racing Logo<br />&bull;&nbsp;&nbsp;&nbsp; Teamfarben-Patch<br />&bull;&nbsp;&nbsp;&nbsp; &bdquo;Gives You Wings&ldquo; Schriftzug<br />&bull;&nbsp;&nbsp;&nbsp; RB9 Logo</p>",rbr-collection-pepe-men|rbr-men-t-shirts,full-tax,pulley-polo-by-pjl,1,RBR13073,M-109938,3595,EUR 35950,M-109938,YES,XL,12,medium blue,1,,NO,YES,10, ,male,,YES,0
,Pulley Polo by PJL,"<p>Dieses Poloshirt f&uuml;r M&auml;nner von Infiniti Red Bull Racing punktet vor allem mit auff&auml;lligen und trendigen Details. So sind die Logos von Red Bull Racing und Pepe Jeans auf der Brust sowie &bdquo;Gives You Wings&ldquo; Schriftzug und Teamfarben-Patch am linken &Auml;rmel perfekt positioniert. Doch auch die R&uuml;ckseite ist ein absoluter Blickfang, steht sie doch ganz im Zeichen des neuen RB9. Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Pepe Jeans Logo<br />&bull;&nbsp;&nbsp;&nbsp; Red Bull Racing Logo<br />&bull;&nbsp;&nbsp;&nbsp; Teamfarben-Patch<br />&bull;&nbsp;&nbsp;&nbsp; &bdquo;Gives You Wings&ldquo; Schriftzug<br />&bull;&nbsp;&nbsp;&nbsp; RB9 Logo</p>",rbr-collection-pepe-men|rbr-men-t-shirts,full-tax,pulley-polo-by-pjl,2,RBR13073,M-109939,3595,EUR 35950,M-109939,YES,XXL,12,medium blue,1,,NO,YES,10, ,male,,YES,0
clothing,Ambassador T-Shirt,Wings for Life<br/>T-Shirt<br/>Colour: weiß<br/>Material: 100% Baumwolle<br/><br/>DIE GESAMTEN VERKAUFSERLÖSE FLIESSEN IN DIE RÜCKENMARKFORSCHUNG!,rbr-men-t-shirts|wfl-ambassadors-men,full-tax,s-vettel-ambassador-t-shirt,1,WFL11012,M-106425,3495,EUR 34950,M-106425,YES,S,3E,weiß / sonstige,3,,NO,YES,10, ,male,,NO,0
,Ambassador T-Shirt,Wings for Life<br/>T-Shirt<br/>Colour: weiß<br/>Material: 100% Baumwolle<br/><br/>DIE GESAMTEN VERKAUFSERLÖSE FLIESSEN IN DIE RÜCKENMARKFORSCHUNG!,rbr-men-t-shirts|wfl-ambassadors-men,full-tax,s-vettel-ambassador-t-shirt,2,WFL11012,M-106426,3495,EUR 34950,M-106426,YES,M,3E,weiß / sonstige,3,,NO,YES,10, ,male,,NO,0
,Ambassador T-Shirt,Wings for Life<br/>T-Shirt<br/>Colour: weiß<br/>Material: 100% Baumwolle<br/><br/>DIE GESAMTEN VERKAUFSERLÖSE FLIESSEN IN DIE RÜCKENMARKFORSCHUNG!,rbr-men-t-shirts|wfl-ambassadors-men,full-tax,s-vettel-ambassador-t-shirt,3,WFL11012,M-106427,3495,EUR 34950,M-106427,YES,L,3E,weiß / sonstige,3,,NO,YES,10, ,male,,NO,0
,Ambassador T-Shirt,Wings for Life<br/>T-Shirt<br/>Colour: weiß<br/>Material: 100% Baumwolle<br/><br/>DIE GESAMTEN VERKAUFSERLÖSE FLIESSEN IN DIE RÜCKENMARKFORSCHUNG!,rbr-men-t-shirts|wfl-ambassadors-men,full-tax,s-vettel-ambassador-t-shirt,4,WFL11012,M-106428,3495,EUR 34950,M-106428,YES,XL,3E,weiß / sonstige,3,,NO,YES,10, ,male,,NO,0
,Ambassador T-Shirt,Wings for Life<br/>T-Shirt<br/>Colour: weiß<br/>Material: 100% Baumwolle<br/><br/>DIE GESAMTEN VERKAUFSERLÖSE FLIESSEN IN DIE RÜCKENMARKFORSCHUNG!,rbr-men-t-shirts|wfl-ambassadors-men,full-tax,s-vettel-ambassador-t-shirt,5,WFL11012,M-106429,3495,EUR 34950,M-106429,YES,XXL,3E,weiß / sonstige,3,,NO,YES,10, ,male,,NO,0
clothing,V-Neck Logo Tee,"<p>Dieses schlichte, aber dennoch stilsichere T-Shirt besticht durch seine Klarheit. Hochwertige Qualit&auml;t mit akzentsetzenden Highlights, wie &Auml;rmelabschluss und V-Kragen in Kontrastfarbe sowie das kleine Red Bull Racing Logo auf der linken Brust runden das Erscheinungsbild perfekt ab. Ein Hauptaugenmerk liegt definitiv auf dem gro&szlig;en Red Bull Racing Team Print auf dem R&uuml;cken. Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; T-Shirt<br />&bull;&nbsp;&nbsp;&nbsp; Kontrastfarben<br />&bull;&nbsp;&nbsp;&nbsp; Red Bull Racing Logo<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er Team Print am R&uuml;cken</p>",rbr-men-t-shirts|rbr-collection-lifestyle-2013-men,full-tax,v-neck-logo-tee,1,RBR13002,M-109291,2395,EUR 23950,M-109291,YES,S,12,medium blue,1,,NO,YES,10, ,male,,YES,0
,V-Neck Logo Tee,"<p>Dieses schlichte, aber dennoch stilsichere T-Shirt besticht durch seine Klarheit. Hochwertige Qualit&auml;t mit akzentsetzenden Highlights, wie &Auml;rmelabschluss und V-Kragen in Kontrastfarbe sowie das kleine Red Bull Racing Logo auf der linken Brust runden das Erscheinungsbild perfekt ab. Ein Hauptaugenmerk liegt definitiv auf dem gro&szlig;en Red Bull Racing Team Print auf dem R&uuml;cken. Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; T-Shirt<br />&bull;&nbsp;&nbsp;&nbsp; Kontrastfarben<br />&bull;&nbsp;&nbsp;&nbsp; Red Bull Racing Logo<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er Team Print am R&uuml;cken</p>",rbr-men-t-shirts|rbr-collection-lifestyle-2013-men,full-tax,v-neck-logo-tee,2,RBR13002,M-109293,2395,EUR 23950,M-109293,YES,M,12,medium blue,1,,NO,YES,10, ,male,,YES,0
,V-Neck Logo Tee,"<p>Dieses schlichte, aber dennoch stilsichere T-Shirt besticht durch seine Klarheit. Hochwertige Qualit&auml;t mit akzentsetzenden Highlights, wie &Auml;rmelabschluss und V-Kragen in Kontrastfarbe sowie das kleine Red Bull Racing Logo auf der linken Brust runden das Erscheinungsbild perfekt ab. Ein Hauptaugenmerk liegt definitiv auf dem gro&szlig;en Red Bull Racing Team Print auf dem R&uuml;cken. Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; T-Shirt<br />&bull;&nbsp;&nbsp;&nbsp; Kontrastfarben<br />&bull;&nbsp;&nbsp;&nbsp; Red Bull Racing Logo<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er Team Print am R&uuml;cken</p>",rbr-men-t-shirts|rbr-collection-lifestyle-2013-men,full-tax,v-neck-logo-tee,3,RBR13002,M-109294,2395,EUR 23950,M-109294,YES,L,12,medium blue,1,,NO,YES,10, ,male,,YES,0
,V-Neck Logo Tee,"<p>Dieses schlichte, aber dennoch stilsichere T-Shirt besticht durch seine Klarheit. Hochwertige Qualit&auml;t mit akzentsetzenden Highlights, wie &Auml;rmelabschluss und V-Kragen in Kontrastfarbe sowie das kleine Red Bull Racing Logo auf der linken Brust runden das Erscheinungsbild perfekt ab. Ein Hauptaugenmerk liegt definitiv auf dem gro&szlig;en Red Bull Racing Team Print auf dem R&uuml;cken. Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; T-Shirt<br />&bull;&nbsp;&nbsp;&nbsp; Kontrastfarben<br />&bull;&nbsp;&nbsp;&nbsp; Red Bull Racing Logo<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er Team Print am R&uuml;cken</p>",rbr-men-t-shirts|rbr-collection-lifestyle-2013-men,full-tax,v-neck-logo-tee,4,RBR13002,M-109295,2395,EUR 23950,M-109295,YES,XL,12,medium blue,1,,NO,YES,10, ,male,,YES,0
clothing,Raglan Style Tee,"<p>Perfekt proportioniert und einfach geschnitten besticht dieses klassische T-Shirt von Red Bull Racing. Ein toller Blickfang sind die &Auml;rmel in Kontrastfarbe und das gro&szlig;e Logo auf der Brust, wobei der kleine Schriftzug &bdquo;Gives You Wings&ldquo; im Nacken eine perfekte Abrundung des Gesamtbildes schafft.&nbsp; Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; T-Shirt<br />&bull;&nbsp;&nbsp;&nbsp; &Auml;rmel in Kontrastfarbe<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;es Logo auf der Brust<br />&bull;&nbsp;&nbsp;&nbsp; Kleiner Schriftzug &ldquo;Gives You Wings&rdquo;</p>",rbr-men-t-shirts|rbr-collection-lifestyle-2013-men,full-tax,raglan-style-tee,1,RBR13004,M-109300,2395,EUR 23950,M-109300,YES,S,2A,grau / blau,2,,NO,YES,10, ,male,,YES,0
,Raglan Style Tee,"<p>Perfekt proportioniert und einfach geschnitten besticht dieses klassische T-Shirt von Red Bull Racing. Ein toller Blickfang sind die &Auml;rmel in Kontrastfarbe und das gro&szlig;e Logo auf der Brust, wobei der kleine Schriftzug &bdquo;Gives You Wings&ldquo; im Nacken eine perfekte Abrundung des Gesamtbildes schafft.&nbsp; Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; T-Shirt<br />&bull;&nbsp;&nbsp;&nbsp; &Auml;rmel in Kontrastfarbe<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;es Logo auf der Brust<br />&bull;&nbsp;&nbsp;&nbsp; Kleiner Schriftzug &ldquo;Gives You Wings&rdquo;</p>",rbr-men-t-shirts|rbr-collection-lifestyle-2013-men,full-tax,raglan-style-tee,2,RBR13004,M-109301,2395,EUR 23950,M-109301,YES,M,2A,grau / blau,2,,NO,YES,10, ,male,,YES,0
,Raglan Style Tee,"<p>Perfekt proportioniert und einfach geschnitten besticht dieses klassische T-Shirt von Red Bull Racing. Ein toller Blickfang sind die &Auml;rmel in Kontrastfarbe und das gro&szlig;e Logo auf der Brust, wobei der kleine Schriftzug &bdquo;Gives You Wings&ldquo; im Nacken eine perfekte Abrundung des Gesamtbildes schafft.&nbsp; Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; T-Shirt<br />&bull;&nbsp;&nbsp;&nbsp; &Auml;rmel in Kontrastfarbe<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;es Logo auf der Brust<br />&bull;&nbsp;&nbsp;&nbsp; Kleiner Schriftzug &ldquo;Gives You Wings&rdquo;</p>",rbr-men-t-shirts|rbr-collection-lifestyle-2013-men,full-tax,raglan-style-tee,3,RBR13004,M-109302,2395,EUR 23950,M-109302,YES,L,2A,grau / blau,2,,NO,YES,10, ,male,,YES,0
,Raglan Style Tee,"<p>Perfekt proportioniert und einfach geschnitten besticht dieses klassische T-Shirt von Red Bull Racing. Ein toller Blickfang sind die &Auml;rmel in Kontrastfarbe und das gro&szlig;e Logo auf der Brust, wobei der kleine Schriftzug &bdquo;Gives You Wings&ldquo; im Nacken eine perfekte Abrundung des Gesamtbildes schafft.&nbsp; Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; T-Shirt<br />&bull;&nbsp;&nbsp;&nbsp; &Auml;rmel in Kontrastfarbe<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;es Logo auf der Brust<br />&bull;&nbsp;&nbsp;&nbsp; Kleiner Schriftzug &ldquo;Gives You Wings&rdquo;</p>",rbr-men-t-shirts|rbr-collection-lifestyle-2013-men,full-tax,raglan-style-tee,4,RBR13004,M-109303,2395,EUR 23950,M-109303,YES,XL,2A,grau / blau,2,,NO,YES,10, ,male,,YES,0
,Raglan Style Tee,"<p>Perfekt proportioniert und einfach geschnitten besticht dieses klassische T-Shirt von Red Bull Racing. Ein toller Blickfang sind die &Auml;rmel in Kontrastfarbe und das gro&szlig;e Logo auf der Brust, wobei der kleine Schriftzug &bdquo;Gives You Wings&ldquo; im Nacken eine perfekte Abrundung des Gesamtbildes schafft.&nbsp; Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; T-Shirt<br />&bull;&nbsp;&nbsp;&nbsp; &Auml;rmel in Kontrastfarbe<br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;es Logo auf der Brust<br />&bull;&nbsp;&nbsp;&nbsp; Kleiner Schriftzug &ldquo;Gives You Wings&rdquo;</p>",rbr-men-t-shirts|rbr-collection-lifestyle-2013-men,full-tax,raglan-style-tee,5,RBR13004,M-109304,2395,EUR 23950,M-109304,YES,XXL,2A,grau / blau,2,,NO,YES,10, ,male,,YES,0
clothing,Wings Polo,<p>In diesem schnittigen Red Bull Racing Poloshirt macht jeder Fan eine gute Figur. Ein absoluter Blickfang sind die personalisierte Knopfleiste und der &Auml;rmelabschluss in Kontrastfarbe sowie der gro&szlig;e &bdquo;Gives You Wings&ldquo; Druck an der Seite und die dezente Logostickerei auf der linken Brust. Ein absolutes Must-Have!<br />Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Poloshirt<br />&bull;&nbsp;&nbsp;&nbsp; Personalisierte Knopfleiste<br />&bull;&nbsp;&nbsp;&nbsp; Kontrastfarbe <br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er Rubberprint &bdquo;Gives You Wings&ldquo;<br />&bull;&nbsp;&nbsp;&nbsp; Logostickerei &ldquo;Red Bull Racing&rdquo;</p>,rbr-men-t-shirts|rbr-collection-lifestyle-2013-men,full-tax,wings-polo,1,RBR13005,M-109307,3595,EUR 35950,M-109307,YES,S,13,navy,1,,NO,YES,10, ,male,,YES,0
,Wings Polo,<p>In diesem schnittigen Red Bull Racing Poloshirt macht jeder Fan eine gute Figur. Ein absoluter Blickfang sind die personalisierte Knopfleiste und der &Auml;rmelabschluss in Kontrastfarbe sowie der gro&szlig;e &bdquo;Gives You Wings&ldquo; Druck an der Seite und die dezente Logostickerei auf der linken Brust. Ein absolutes Must-Have!<br />Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Poloshirt<br />&bull;&nbsp;&nbsp;&nbsp; Personalisierte Knopfleiste<br />&bull;&nbsp;&nbsp;&nbsp; Kontrastfarbe <br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er Rubberprint &bdquo;Gives You Wings&ldquo;<br />&bull;&nbsp;&nbsp;&nbsp; Logostickerei &ldquo;Red Bull Racing&rdquo;</p>,rbr-men-t-shirts|rbr-collection-lifestyle-2013-men,full-tax,wings-polo,2,RBR13005,M-109308,3595,EUR 35950,M-109308,YES,M,13,navy,1,,NO,YES,10, ,male,,YES,0
,Wings Polo,<p>In diesem schnittigen Red Bull Racing Poloshirt macht jeder Fan eine gute Figur. Ein absoluter Blickfang sind die personalisierte Knopfleiste und der &Auml;rmelabschluss in Kontrastfarbe sowie der gro&szlig;e &bdquo;Gives You Wings&ldquo; Druck an der Seite und die dezente Logostickerei auf der linken Brust. Ein absolutes Must-Have!<br />Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Poloshirt<br />&bull;&nbsp;&nbsp;&nbsp; Personalisierte Knopfleiste<br />&bull;&nbsp;&nbsp;&nbsp; Kontrastfarbe <br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er Rubberprint &bdquo;Gives You Wings&ldquo;<br />&bull;&nbsp;&nbsp;&nbsp; Logostickerei &ldquo;Red Bull Racing&rdquo;</p>,rbr-men-t-shirts|rbr-collection-lifestyle-2013-men,full-tax,wings-polo,3,RBR13005,M-109309,3595,EUR 35950,M-109309,YES,L,13,navy,1,,NO,YES,10, ,male,,YES,0
,Wings Polo,<p>In diesem schnittigen Red Bull Racing Poloshirt macht jeder Fan eine gute Figur. Ein absoluter Blickfang sind die personalisierte Knopfleiste und der &Auml;rmelabschluss in Kontrastfarbe sowie der gro&szlig;e &bdquo;Gives You Wings&ldquo; Druck an der Seite und die dezente Logostickerei auf der linken Brust. Ein absolutes Must-Have!<br />Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Poloshirt<br />&bull;&nbsp;&nbsp;&nbsp; Personalisierte Knopfleiste<br />&bull;&nbsp;&nbsp;&nbsp; Kontrastfarbe <br />&bull;&nbsp;&nbsp;&nbsp; Gro&szlig;er Rubberprint &bdquo;Gives You Wings&ldquo;<br />&bull;&nbsp;&nbsp;&nbsp; Logostickerei &ldquo;Red Bull Racing&rdquo;</p>,rbr-men-t-shirts|rbr-collection-lifestyle-2013-men,full-tax,wings-polo,4,RBR13005,M-109310,3595,EUR 35950,M-109310,YES,XL,13,navy,1,,NO,YES,10, ,male,,YES,0
clothing,Wings Polo,<p>In diesem schnittigen Red Bull Racing Poloshirt macht jeder Fan eine gute Figur. Ein absoluter Blickfang sind die personalisierte Knopfleiste und der &Auml;rmelabschluss in Kontrastfarbe sowie der gro&szlig;e &bdquo;Gives You Wings&ldquo; Druck an der Seite und der Logoprint auf der R&uuml;ckseite. Ein absolutes Must-Have!<br />Material: 100% Baumwolle<br /><br />&bull;&nbsp;&nbsp;&nbsp; Poloshirt<br />&bull;&nbsp;&nbsp;&nbsp; Personalisierte Knopfleiste<br />&bull;&nbsp;&nbsp;&nbsp; Kontrastfarben <br />&bull;&nbsp;&nbsp;&nbsp; Wasserbasierender Druck &bdquo;Gives You Wings&ldquo;<br />&bull;&nbsp;&nbsp;&nbsp; Wasserbasierender Druck &ldquo;Red Bull Racing&rdquo;</p>,rbr-men-t-shirts|rbr-collection-lifestyle-2013-men,full-tax,wings-polo,1,RBR13006,M-109315,3595,EUR 35950,M-109315,YES,S,3,white,3,,NO,YES,10, ,male,,YES,0
